 523.588     20.0 1134.2300668677071 23086.098706156874
  532.32     10.0 5620.963163238195 8029.947376054565
  536.35     12.0 23989.467785963014 23086.098706156874
 553.651      7.0 9736.31119346616 5018.717110034103
 558.456      2.0 7470862.2899967665 371385.06614252366
 561.182     23.0 1304.866448608867 3011.230266020462
 567.328      7.0 9234.439482462749 20074.86844013641
 567.736     26.0 10840.428957673665 5018.717110034103
 576.079      4.0 448673.3096370488 20074.86844013641
 579.827     14.0 3051.380002900735 25093.585550170515
 580.516      5.0 30513.800029007347 17063.63817411595
 583.298     18.0 923.443948246275 12044.921064081847
 584.377     14.0 2168.085791534733 13048.664486088668
 593.253     10.0 3513.101977023872 2007.4868440136413
 593.755     16.0 3713.8506614252365 3011.230266020462
 596.485      5.0 10639.680273272299 10037.434220068206
 597.016     10.0 2860.668752719439 15056.15133010231
 600.472      7.0 3513.101977023872 2007.4868440136413
 601.354     20.0 1365.091053929276 23086.098706156874
 602.117     16.0 1947.2622386932321 15056.15133010231
 602.676     27.0 923.443948246275 11041.177642075027
 607.452     14.0 1314.9038828289351 20074.86844013641
 609.509     14.0 41153.48030227965 3011.230266020462
 614.307     29.0 1304.866448608867 2007.4868440136413
 622.259      6.0 6223.209216442288 3011.230266020462
 624.834     39.0 1786.6632911721408 15056.15133010231
 628.799     12.0 2710.107239418416 2007.4868440136413
 632.247      6.0 8832.942113660023 4014.9736880272826
  640.51      4.0 2308.609870615687 6022.460532040924
 642.902      5.0 50187.17110034103 2007.4868440136413
 648.316     17.0 20777.488835541186 19071.12501812959
 649.844     35.0 6323.58355864297 15056.15133010231
 651.256      5.0 1414274.4816076104 80299.47376054565
  652.94     30.0 3713.8506614252365 12044.921064081847
 654.551      5.0 133497.87512690714 6022.460532040924
   659.2      5.0 1003.7434220068207 2007.4868440136413
 661.207     26.0 1706.3638174115952 2007.4868440136413
 665.735     15.0 3111.604608221144 2007.4868440136413
   674.3      5.0 863.2193429258657 22082.355284150053
 677.184     30.0 3513.101977023872 2007.4868440136413
 683.621      6.0 11141.55198427571 5018.717110034103
 687.857     21.0 1646.1392120911858 18067.38159612277
 688.792     17.0 2810.4815816190976 2007.4868440136413
 692.101     27.0 2910.85592381978 3011.230266020462
  694.45     12.0 802.9947376054565      0.0
 707.419      5.0 116434.2369527912 5018.717110034103
  708.26     18.0 6022.460532040924 6022.460532040924
 712.128     26.0 2509.3585550170515 3011.230266020462
 716.064     14.0 3312.353292622508 3011.230266020462
 718.464     20.0 2509.3585550170515 2007.4868440136413
 722.368      6.0 31417.169108813487 15056.15133010231
 725.298      9.0 447669.566215042 20074.86844013641
 728.556     37.0 1706.3638174115952 3011.230266020462
 732.313     31.0 2007.4868440136413 3011.230266020462
 738.349     28.0 1605.989475210913 2007.4868440136413
 742.419      7.0 24892.836865769154 15056.15133010231
 742.943     17.0 10740.05461547298 6022.460532040924
 747.151      6.0 72269.52638449108 5018.717110034103
 748.385      7.0 121452.9540628253 6022.460532040924
 755.425     31.0 2007.4868440136413 3011.230266020462
 761.121     24.0 3412.7276348231903 4014.9736880272826
 761.987     14.0 4617.219741231374 4014.9736880272826
 772.169     27.0 2429.059081256506 23086.098706156874
  774.84      5.0 1605.989475210913 3011.230266020462
  780.54      8.0 2408.9842128163696 24089.842128163695
 791.478     17.0 4817.968425632739 3011.230266020462
  797.65      4.0 2710.107239418416 3011.230266020462
  798.92      5.0 2007.4868440136413 4014.9736880272826
 800.985     35.0 3111.604608221144 4014.9736880272826
 802.076     17.0 5821.71184763956 9033.690798061385
 805.887      5.0 512912.88864548533 35131.01977023872
 811.351     16.0 4817.968425632739 3011.230266020462
  819.83      6.0 3713.8506614252365 3011.230266020462
 821.328     29.0 2710.107239418416 3011.230266020462
  825.29      5.0 2609.732897217734 7026.203954047744
 826.268      6.0 38142.25003625918 3011.230266020462
 833.976     32.0 3513.101977023872 4014.9736880272826
 838.309      6.0 10639.680273272299 10037.434220068206
 840.217     12.0 25093.585550170515 25093.585550170515
 844.629     13.0 6725.080927445699 7026.203954047744
   852.3      4.0 2208.235528415006 5018.717110034103
 853.983     14.0 8531.819087057975 8029.947376054565
  854.62      4.0 3613.4763192245546 3011.230266020462
  859.21      5.0 2408.9842128163696 3011.230266020462
 862.171     24.0 6022.460532040924 4014.9736880272826
 865.371      7.0 40149.73688027282 3011.230266020462
 868.513     17.0 7327.32698064979 4014.9736880272826
 873.308     37.0 3613.4763192245546 4014.9736880272826
  881.56      5.0 1907.1125018129592 3011.230266020462
  900.27      6.0 1706.3638174115952 3011.230266020462
  905.08      7.0 2208.235528415006 5018.717110034103
   908.3     10.0 2107.8611862143234 5018.717110034103
 913.622     23.0 12647.16711728594 6022.460532040924
 920.791     13.0 42759.46977749056 34127.2763482319
  931.91      9.0 2509.3585550170515 5018.717110034103
 942.547     30.0 11643.42369527912 11041.177642075027
 949.464     33.0 6323.58355864297 4014.9736880272826
  975.17      5.0 3312.353292622508 4014.9736880272826
 987.196     34.0 11844.172379680484 8029.947376054565
 994.852      9.0 41253.85464448033 25093.585550170515
 999.743     19.0 10137.808562268889 8029.947376054565
 1004.91      5.0 5018.717110034103 7026.203954047744
1015.178     17.0 15256.900014503673 15056.15133010231
 1024.73      5.0 5520.588821037513 6022.460532040924
1029.471     20.0 8531.819087057975 8029.947376054565
1031.967     23.0 6624.706585245016 5018.717110034103
 1044.09      7.0 5018.717110034103 7026.203954047744
 1049.89      9.0 5520.588821037513 21078.611862143232
 1052.25      9.0 3713.8506614252365 7026.203954047744
 1067.23     17.0 12847.915801687304 10037.434220068206
 1091.64      9.0 6122.834874241606 8029.947376054565
 1097.35     11.0 3613.4763192245546 8029.947376054565
1107.761     21.0 22182.729626350738 17063.63817411595
  1134.6      5.0 2007.4868440136413      0.0
1161.064     31.0 17364.761200718 1706.3638174115952
1162.309     40.0 7929.573033853883 9033.690798061385
 1165.38      8.0 6725.080927445699 7026.203954047744
1173.782     19.0 28907.810553796437 16059.89475210913
1175.076     20.0 27703.31844738825 14052.407908095489
1177.043     26.0 17565.50988511936 12044.921064081847
 1189.81      6.0 6725.080927445699 12044.921064081847
 1197.45      7.0 11844.172379680484 17063.63817411595
1209.713      7.0 416553.5201328306 31116.04608221144
 1218.58     11.0 3412.7276348231903 7026.203954047744
1219.779     30.0 22584.226995153465 14052.407908095489
  1228.0     10.0 6223.209216442288 8029.947376054565
 1247.85      6.0 6725.080927445699 12044.921064081847
 1260.56      5.0 11844.172379680484 12044.921064081847
 1261.85     11.0 6925.829611847063 14052.407908095489
 1276.35     22.0 9033.690798061385 12044.921064081847
1283.495     14.0 169632.6383191527 11041.177642075027
 1285.83      8.0 20074.86844013641 3011.230266020462
 1299.82      5.0 20074.86844013641 4014.9736880272826
1301.234     18.0 103385.57246670252 8029.947376054565
1305.588     38.0 10037.434220068206      0.0
1305.783     21.0 114426.75010877756 6022.460532040924
1315.677     22.0 31116.04608221144 3011.230266020462
1364.339      6.0 465736.9478111648 32119.78950421826
1370.617     22.0 108404.28957673663 6022.460532040924
 1376.27      9.0 11041.177642075027 3011.230266020462
1396.739     40.0 20074.86844013641 2007.4868440136413
1399.638     11.0 346291.48059235315 32119.78950421826
  1416.1     11.0 13650.910539292761 17063.63817411595
  1426.6     34.0 4115.348030227964 16059.89475210913
 1432.78     10.0 9736.31119346616 13048.664486088668
 1447.63      6.0 9635.936851265478 8029.947376054565
 1449.23      9.0 4617.219741231374 6022.460532040924
  1473.4     10.0 6825.455269646381 14052.407908095489
 1489.56     10.0 238890.9344376233 11041.177642075027
 1491.39     23.0 15056.15133010231 2007.4868440136413
  1522.9      9.0 13851.659223694125 15056.15133010231
 1543.76     19.0 10037.434220068206 2007.4868440136413
 1618.43      7.0 27101.072394184157 3011.230266020462
 1646.12      4.0 58217.1184763956 3011.230266020462
 1652.59     11.0 26097.328972177336 6022.460532040924
1660.368     16.0 280044.41473990295 15056.15133010231
 1759.58     10.0 24089.842128163695 4014.9736880272826
1826.302     34.0 110411.77642075028 6022.460532040924
 1841.98      8.0 62232.09216442288 5018.717110034103
 1853.68     36.0 13048.664486088668 3011.230266020462
  1859.7      5.0 2007.4868440136413      0.0
  1879.1      5.0 72269.52638449108 4014.9736880272826
 1900.34     34.0 18067.38159612277 3011.230266020462
 1902.19     14.0 17063.63817411595 3011.230266020462
  1966.8     20.0 27101.072394184157 5018.717110034103
 1995.06     17.0 48179.68425632739 7026.203954047744
  2021.9      1.0 44164.71056830011 9033.690798061385
  2022.7      2.0 44164.71056830011 9033.690798061385
  2047.7      3.0 18067.38159612277 3011.230266020462
  2078.1      1.0 48179.68425632739 3011.230266020462
  2082.5      3.0 19071.12501812959 3011.230266020462
  2099.1      4.0 18067.38159612277 3011.230266020462
  2102.4      1.0 93348.13824663432 5018.717110034103
  2124.5      2.0 20074.86844013641 3011.230266020462
  2143.2      2.0 18067.38159612277 3011.230266020462
  2190.8      1.0 57213.37505438878 4014.9736880272826
  2198.0      4.0 14052.407908095489 3011.230266020462
  2209.2      1.0 58217.1184763956 3011.230266020462
  2230.2      1.0 63235.835586429705 4014.9736880272826
  2242.0      2.0 23086.098706156874 3011.230266020462
  2248.1      3.0 15056.15133010231 3011.230266020462
  2253.4      1.0 58217.1184763956 4014.9736880272826
  2278.7      3.0 14052.407908095489 3011.230266020462
  2313.5      1.0 45168.45399030693 3011.230266020462
  2351.1      2.0 22082.355284150053 4014.9736880272826
  2352.2      2.0 44164.71056830011 4014.9736880272826
  2377.8      2.0 20074.86844013641 4014.9736880272826
  2383.1      2.0 25093.585550170515 4014.9736880272826
  2394.9      1.0 69258.29611847062 5018.717110034103
  2398.6      1.0 77288.24349452519 5018.717110034103
  2437.7      1.0 10037.434220068206      0.0
  2440.7      3.0 16059.89475210913 3011.230266020462
  2456.0      1.0 411534.80302279646 25093.585550170515
  2478.4      1.0 31116.04608221144 6022.460532040924
  2518.9      2.0 10037.434220068206 2007.4868440136413
  2525.1      1.0 18067.38159612277 3011.230266020462
  2550.1      1.0 153572.74356704357 8029.947376054565
  2551.9      9.0 23086.098706156874 3011.230266020462
  2554.0      1.0 10037.434220068206      0.0
  2557.4      1.0 18067.38159612277 3011.230266020462
  2569.4      4.0 13048.664486088668 3011.230266020462
  2581.7      1.0 37138.506614252365 3011.230266020462
  2587.9      2.0 22082.355284150053 3011.230266020462
  2598.6      1.0 52194.65794435467 3011.230266020462
  2609.0      1.0 37138.506614252365 3011.230266020462
  2615.3      7.0 10037.434220068206 4014.9736880272826
  2618.5      7.0 11041.177642075027 4014.9736880272826
  2650.1      1.0 71265.78296248427 4014.9736880272826
  2660.1      1.0 278036.9278958893 14052.407908095489
  2674.5      2.0 26097.328972177336 3011.230266020462
  2682.1      3.0 15056.15133010231 3011.230266020462
  2699.5      2.0 53198.4013663615 5018.717110034103
  2702.7      2.0 39145.993458266006 4014.9736880272826
  2704.5      2.0 36134.76319224554 4014.9736880272826
  2724.8      4.0 13048.664486088668 3011.230266020462
  2740.1      3.0 21078.611862143232 4014.9736880272826
  2749.2      2.0 4014.9736880272826 13048.664486088668
  2751.4      1.0 5620.963163238195 13048.664486088668
  2764.2      3.0 24089.842128163695 3011.230266020462
  2767.5      2.0 114426.75010877756 6022.460532040924
  2776.0      1.0 40149.73688027282 3011.230266020462
  2788.4      2.0 19071.12501812959 2007.4868440136413
  2792.7      4.0 12044.921064081847 2007.4868440136413
  2800.1      1.0 114426.75010877756 6022.460532040924
  2810.6      2.0 20074.86844013641 4014.9736880272826
  2811.9      2.0 21078.611862143232 5018.717110034103
  2850.2      2.0 16059.89475210913 2007.4868440136413
  2869.6      3.0 15056.15133010231 2007.4868440136413
  2887.1      3.0 11041.177642075027 2007.4868440136413
  2897.0      2.0 23086.098706156874 3011.230266020462
  2905.2      3.0 13048.664486088668 2007.4868440136413
  2927.9      4.0 11041.177642075027 3011.230266020462
  2933.0      4.0 13048.664486088668 3011.230266020462
  2945.3      3.0 16059.89475210913 3011.230266020462
  2950.4      2.0 23086.098706156874 3011.230266020462
  2985.5      5.0 8832.942113660023 25093.585550170515
  2993.6      2.0 24089.842128163695 3011.230266020462
  2999.7      1.0 118441.72379680484 7026.203954047744
  3001.8      2.0 21078.611862143232 5018.717110034103
  3053.1      2.0 64239.57900843652 6022.460532040924
  3055.1      5.0 19071.12501812959 5018.717110034103
  3077.6      2.0 21078.611862143232 2007.4868440136413
  3087.5      3.0 12044.921064081847 2007.4868440136413
  3099.7      1.0 34127.2763482319 2007.4868440136413
  3108.2      2.0 57213.37505438878 10037.434220068206
  3110.4      2.0 65243.32243044334 10037.434220068206
  3202.1      4.0 11041.177642075027 3011.230266020462
  3213.5      2.0 33123.53292622508 3011.230266020462
  3217.5      4.0 13048.664486088668 4014.9736880272826
  3219.2      2.0 65243.32243044334 9033.690798061385
  3230.7      2.0 23086.098706156874 3011.230266020462
  3238.6      2.0 23086.098706156874 3011.230266020462
  5384.9      2.0 26097.328972177336 2007.4868440136413
  5429.3      2.0 32119.78950421826 3011.230266020462
  5433.1      1.0 116434.2369527912 6022.460532040924
  5458.0      1.0 30112.30266020462 2007.4868440136413
  5482.9      2.0 10037.434220068206 1003.7434220068207
  5491.6      1.0 15959.52040990845 10037.434220068206
  5535.7      2.0 15457.648698905039 10037.434220068206
  5541.3      5.0 6122.834874241606 9033.690798061385
  5554.4      1.0 38142.25003625918 2007.4868440136413
  5598.5      1.0 23186.47304835756 11041.177642075027
  5634.1      1.0 13751.284881493442 8029.947376054565
  5665.5      4.0 5119.091452234785 7026.203954047744
  5673.5      1.0 34127.2763482319 2007.4868440136413
  5692.3      3.0 6524.332243044334 7026.203954047744
  5709.1      1.0 53198.4013663615 3011.230266020462
  5721.9      1.0 47175.94083432057 3011.230266020462
  5727.2      6.0 5420.214478836832 10037.434220068206
  5779.7      4.0 10037.434220068206 11041.177642075027
  5785.1      1.0 81303.21718255247 4014.9736880272826
  5810.7      4.0 5721.337505438878 9033.690798061385
  5824.6      1.0 296104.3094920121 14052.407908095489
  5837.4      5.0 29108.5592381978 11041.177642075027
  5876.0      2.0 13349.787512690715 9033.690798061385
  5885.9      2.0 14052.407908095489 11041.177642075027
  5934.5      1.0 80299.47376054565 4014.9736880272826
  5944.6      1.0 38142.25003625918 2007.4868440136413
  5965.3      3.0 5219.465794435468 6022.460532040924
  5990.4      1.0 13349.787512690715 14052.407908095489
  6043.4      1.0 19472.62238693232 11041.177642075027
  6101.2      2.0 7226.952638449109 7026.203954047744
  6215.4      2.0 5922.086189840242 6022.460532040924
  6231.0      1.0 23286.84739055824 12044.921064081847
  6242.7      2.0 9334.813824663433 7026.203954047744
  6254.6      1.0 11844.172379680484 7026.203954047744
  6275.5      3.0 5219.465794435468 6022.460532040924
  6293.1      5.0 2509.3585550170515 5018.717110034103
  6382.2      1.0 11543.049353078437 6022.460532040924
  6393.2      4.0 3211.978950421826 5018.717110034103
  6405.9      3.0 5922.086189840242 6022.460532040924
  6462.7      1.0 25996.95462997665 13048.664486088668
  6489.7      5.0 2509.3585550170515 5018.717110034103
  6517.8      1.0 21480.10923094596 14052.407908095489
  6587.2      1.0 32521.28687302099 17063.63817411595
  6605.4      1.0 40852.357275677605 20074.86844013641
  6824.2      1.0 60224.60532040924 3011.230266020462
  6995.1      1.0 12948.290143887987 8029.947376054565
  7200.7      3.0 2710.107239418416 3011.230266020462
  7678.7      1.0 63235.835586429705 3011.230266020462
  7737.4      1.0 31316.794766612802 16059.89475210913
  7833.3      1.0 29811.179633602573 15056.15133010231
  7908.4      2.0 5420.214478836832 4014.9736880272826
  8484.8      1.0 48179.68425632739 3011.230266020462
  9043.1      1.0 24792.46252356847 13048.664486088668
